method_family,asset,frequency,regime_method,regime_label,count,mean,median
quantile,ETHUSDT,1m,quantile_2_rolling_30,high_vol,14361,109.81665622171158,21.0
quantile,ETHUSDT,1m,quantile_2_rolling_30,low_vol,14362,109.80900988720234,13.0
quantile,ETHUSDT,1m,quantile_2_rolling_60,high_vol,14361,109.81665622171158,21.0
quantile,ETHUSDT,1m,quantile_2_rolling_60,low_vol,14362,109.80900988720234,13.0
quantile,ETHUSDT,1m,quantile_3_rolling_240,high_vol,12810,82.07533177205309,22.0
quantile,ETHUSDT,1m,quantile_3_rolling_240,low_vol,12899,81.50903170788433,11.0
quantile,ETHUSDT,1m,quantile_3_rolling_240,medium_vol,25577,41.10661922821285,15.0
quantile,ETHUSDT,1m,quantile_3_rolling_30,high_vol,12810,82.07533177205309,22.0
quantile,ETHUSDT,1m,quantile_3_rolling_30,low_vol,12899,81.50903170788433,11.0
quantile,ETHUSDT,1m,quantile_3_rolling_30,medium_vol,25577,41.10661922821285,15.0
quantile,ETHUSDT,1m,quantile_3_rolling_60,high_vol,12810,82.07533177205309,22.0
quantile,ETHUSDT,1m,quantile_3_rolling_60,low_vol,12899,81.50903170788433,11.0
quantile,ETHUSDT,1m,quantile_3_rolling_60,medium_vol,25577,41.10661922821285,15.0
quantile,ETHUSDT,1m,quantile_4_rolling_240,extreme_vol,10881,72.46935024354379,23.0
quantile,ETHUSDT,1m,quantile_4_rolling_240,high_vol,25012,31.52638733407964,14.0
quantile,ETHUSDT,1m,quantile_4_rolling_240,low_vol,11261,70.0238877541959,10.0
quantile,ETHUSDT,1m,quantile_4_rolling_240,medium_vol,25459,30.972858321222358,12.0
quantile,ETHUSDT,1m,quantile_4_rolling_30,extreme_vol,10881,72.46935024354379,23.0
quantile,ETHUSDT,1m,quantile_4_rolling_30,high_vol,25012,31.52638733407964,14.0
quantile,ETHUSDT,1m,quantile_4_rolling_30,low_vol,11261,70.0238877541959,10.0
quantile,ETHUSDT,1m,quantile_4_rolling_30,medium_vol,25459,30.972858321222358,12.0
quantile,ETHUSDT,1m,quantile_4_rolling_60,extreme_vol,10881,72.46935024354379,23.0
quantile,ETHUSDT,1m,quantile_4_rolling_60,high_vol,25012,31.52638733407964,14.0
quantile,ETHUSDT,1m,quantile_4_rolling_60,low_vol,11261,70.0238877541959,10.0
quantile,ETHUSDT,1m,quantile_4_rolling_60,medium_vol,25459,30.972858321222358,12.0
quantile,ETHUSDT,5m,quantile_2_rolling_240,high_vol,3235,97.50139103554869,45.0
quantile,ETHUSDT,5m,quantile_2_rolling_240,low_vol,3236,97.471260815822,19.5
quantile,ETHUSDT,5m,quantile_2_rolling_30,high_vol,3235,97.50139103554869,45.0
quantile,ETHUSDT,5m,quantile_2_rolling_30,low_vol,3236,97.471260815822,19.5
quantile,ETHUSDT,5m,quantile_2_rolling_60,high_vol,3235,97.50139103554869,45.0
quantile,ETHUSDT,5m,quantile_2_rolling_60,low_vol,3236,97.471260815822,19.5
quantile,ETHUSDT,5m,quantile_3_rolling_240,high_vol,2839,74.06762944698838,33.0
quantile,ETHUSDT,5m,quantile_3_rolling_240,low_vol,2929,71.7917377944691,15.0
quantile,ETHUSDT,5m,quantile_3_rolling_240,medium_vol,5710,36.826269702276704,19.0
quantile,ETHUSDT,5m,quantile_3_rolling_30,high_vol,2839,74.06762944698838,33.0
quantile,ETHUSDT,5m,quantile_3_rolling_30,low_vol,2929,71.7917377944691,15.0
quantile,ETHUSDT,5m,quantile_3_rolling_30,medium_vol,5710,36.826269702276704,19.0
quantile,ETHUSDT,5m,quantile_3_rolling_60,high_vol,2839,74.06762944698838,33.0
quantile,ETHUSDT,5m,quantile_3_rolling_60,low_vol,2929,71.7917377944691,15.0
quantile,ETHUSDT,5m,quantile_3_rolling_60,medium_vol,5710,36.826269702276704,19.0
quantile,ETHUSDT,5m,quantile_4_rolling_240,extreme_vol,2455,64.2399185336049,27.0
quantile,ETHUSDT,5m,quantile_4_rolling_240,high_vol,5596,28.18227305218013,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_240,low_vol,2522,62.53330689928628,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_240,medium_vol,5680,27.765492957746478,14.0
quantile,ETHUSDT,5m,quantile_4_rolling_30,extreme_vol,2455,64.2399185336049,27.0
quantile,ETHUSDT,5m,quantile_4_rolling_30,high_vol,5596,28.18227305218013,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_30,low_vol,2522,62.53330689928628,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_30,medium_vol,5680,27.765492957746478,14.0
quantile,ETHUSDT,5m,quantile_4_rolling_60,extreme_vol,2455,64.2399185336049,27.0
quantile,ETHUSDT,5m,quantile_4_rolling_60,high_vol,5596,28.18227305218013,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_60,low_vol,2522,62.53330689928628,15.0
quantile,ETHUSDT,5m,quantile_4_rolling_60,medium_vol,5680,27.765492957746478,14.0
quantile,EURUSD,1d,quantile_2_rolling_240,high_vol,31,46.193548387096776,6.0
quantile,EURUSD,1d,quantile_2_rolling_240,low_vol,31,46.16129032258065,7.0
quantile,EURUSD,1d,quantile_2_rolling_30,high_vol,31,46.193548387096776,6.0
quantile,EURUSD,1d,quantile_2_rolling_30,low_vol,31,46.16129032258065,7.0
quantile,EURUSD,1d,quantile_2_rolling_60,high_vol,31,46.193548387096776,6.0
quantile,EURUSD,1d,quantile_2_rolling_60,low_vol,31,46.16129032258065,7.0
quantile,EURUSD,1d,quantile_3_rolling_240,high_vol,16,59.6875,6.5
quantile,EURUSD,1d,quantile_3_rolling_240,low_vol,27,35.333333333333336,6.0
quantile,EURUSD,1d,quantile_3_rolling_240,medium_vol,42,22.714285714285715,6.0
quantile,EURUSD,1d,quantile_3_rolling_30,high_vol,16,59.6875,6.5
quantile,EURUSD,1d,quantile_3_rolling_30,low_vol,27,35.333333333333336,6.0
quantile,EURUSD,1d,quantile_3_rolling_30,medium_vol,42,22.714285714285715,6.0
quantile,EURUSD,1d,quantile_3_rolling_60,high_vol,16,59.6875,6.5
quantile,EURUSD,1d,quantile_3_rolling_60,low_vol,27,35.333333333333336,6.0
quantile,EURUSD,1d,quantile_3_rolling_60,medium_vol,42,22.714285714285715,6.0
quantile,EURUSD,1d,quantile_4_rolling_240,extreme_vol,15,47.733333333333334,11.0
quantile,EURUSD,1d,quantile_4_rolling_240,high_vol,44,16.272727272727273,9.0
quantile,EURUSD,1d,quantile_4_rolling_240,low_vol,21,34.095238095238095,8.0
quantile,EURUSD,1d,quantile_4_rolling_240,medium_vol,51,14.019607843137255,7.0
quantile,EURUSD,1d,quantile_4_rolling_30,extreme_vol,15,47.733333333333334,11.0
quantile,EURUSD,1d,quantile_4_rolling_30,high_vol,44,16.272727272727273,9.0
quantile,EURUSD,1d,quantile_4_rolling_30,low_vol,21,34.095238095238095,8.0
quantile,EURUSD,1d,quantile_4_rolling_30,medium_vol,51,14.019607843137255,7.0
quantile,EURUSD,1d,quantile_4_rolling_60,extreme_vol,15,47.733333333333334,11.0
quantile,EURUSD,1d,quantile_4_rolling_60,high_vol,44,16.272727272727273,9.0
quantile,EURUSD,1d,quantile_4_rolling_60,low_vol,21,34.095238095238095,8.0
quantile,EURUSD,1d,quantile_4_rolling_60,medium_vol,51,14.019607843137255,7.0
quantile,GBPUSD,1d,quantile_2_rolling_240,high_vol,24,59.666666666666664,21.0
quantile,GBPUSD,1d,quantile_2_rolling_240,low_vol,24,59.625,14.0
quantile,GBPUSD,1d,quantile_2_rolling_30,high_vol,24,59.666666666666664,21.0
quantile,GBPUSD,1d,quantile_2_rolling_30,low_vol,24,59.625,14.0
quantile,GBPUSD,1d,quantile_2_rolling_60,high_vol,24,59.666666666666664,21.0
quantile,GBPUSD,1d,quantile_2_rolling_60,low_vol,24,59.625,14.0
quantile,GBPUSD,1d,quantile_3_rolling_240,high_vol,39,24.487179487179485,5.0
quantile,GBPUSD,1d,quantile_3_rolling_240,low_vol,32,29.8125,5.0
quantile,GBPUSD,1d,quantile_3_rolling_240,medium_vol,70,13.628571428571428,5.0
quantile,GBPUSD,1d,quantile_3_rolling_30,high_vol,39,24.487179487179485,5.0
quantile,GBPUSD,1d,quantile_3_rolling_30,low_vol,32,29.8125,5.0
quantile,GBPUSD,1d,quantile_3_rolling_30,medium_vol,70,13.628571428571428,5.0
quantile,GBPUSD,1d,quantile_3_rolling_60,high_vol,39,24.487179487179485,5.0
quantile,GBPUSD,1d,quantile_3_rolling_60,low_vol,32,29.8125,5.0
quantile,GBPUSD,1d,quantile_3_rolling_60,medium_vol,70,13.628571428571428,5.0
quantile,GBPUSD,1d,quantile_4_rolling_240,extreme_vol,16,45.625,29.0
quantile,GBPUSD,1d,quantile_4_rolling_240,high_vol,39,18.0,13.0
quantile,GBPUSD,1d,quantile_4_rolling_240,low_vol,31,23.096774193548388,5.0
quantile,GBPUSD,1d,quantile_4_rolling_240,medium_vol,54,13.24074074074074,7.5
quantile,GBPUSD,1d,quantile_4_rolling_30,extreme_vol,16,45.625,29.0
quantile,GBPUSD,1d,quantile_4_rolling_30,high_vol,39,18.0,13.0
quantile,GBPUSD,1d,quantile_4_rolling_30,low_vol,31,23.096774193548388,5.0
quantile,GBPUSD,1d,quantile_4_rolling_30,medium_vol,54,13.24074074074074,7.5
quantile,GBPUSD,1d,quantile_4_rolling_60,extreme_vol,16,45.625,29.0
quantile,GBPUSD,1d,quantile_4_rolling_60,high_vol,39,18.0,13.0
quantile,GBPUSD,1d,quantile_4_rolling_60,low_vol,31,23.096774193548388,5.0
quantile,GBPUSD,1d,quantile_4_rolling_60,medium_vol,54,13.24074074074074,7.5
quantile,NASDAQ100,1d,quantile_2_rolling_240,high_vol,37,54.37837837837838,15.0
quantile,NASDAQ100,1d,quantile_2_rolling_240,low_vol,36,55.888888888888886,15.0
quantile,NASDAQ100,1d,quantile_2_rolling_30,high_vol,37,54.37837837837838,15.0
quantile,NASDAQ100,1d,quantile_2_rolling_30,low_vol,36,55.888888888888886,15.0
quantile,NASDAQ100,1d,quantile_2_rolling_60,high_vol,37,54.37837837837838,15.0
quantile,NASDAQ100,1d,quantile_2_rolling_60,low_vol,36,55.888888888888886,15.0
quantile,NASDAQ100,1d,quantile_3_rolling_240,high_vol,24,55.916666666666664,24.0
quantile,NASDAQ100,1d,quantile_3_rolling_240,low_vol,29,46.241379310344826,21.0
quantile,NASDAQ100,1d,quantile_3_rolling_240,medium_vol,53,25.30188679245283,14.0
quantile,NASDAQ100,1d,quantile_3_rolling_30,high_vol,24,55.916666666666664,24.0
quantile,NASDAQ100,1d,quantile_3_rolling_30,low_vol,29,46.241379310344826,21.0
quantile,NASDAQ100,1d,quantile_3_rolling_30,medium_vol,53,25.30188679245283,14.0
quantile,NASDAQ100,1d,quantile_3_rolling_60,high_vol,24,55.916666666666664,24.0
quantile,NASDAQ100,1d,quantile_3_rolling_60,low_vol,29,46.241379310344826,21.0
quantile,NASDAQ100,1d,quantile_3_rolling_60,medium_vol,53,25.30188679245283,14.0
quantile,NASDAQ100,1d,quantile_4_rolling_240,extreme_vol,13,77.38461538461539,57.0
quantile,NASDAQ100,1d,quantile_4_rolling_240,high_vol,50,20.12,13.5
quantile,NASDAQ100,1d,quantile_4_rolling_240,low_vol,44,22.863636363636363,7.5
quantile,NASDAQ100,1d,quantile_4_rolling_240,medium_vol,80,12.575,6.0
quantile,NASDAQ100,1d,quantile_4_rolling_30,extreme_vol,13,77.38461538461539,57.0
quantile,NASDAQ100,1d,quantile_4_rolling_30,high_vol,50,20.12,13.5
quantile,NASDAQ100,1d,quantile_4_rolling_30,low_vol,44,22.863636363636363,7.5
quantile,NASDAQ100,1d,quantile_4_rolling_30,medium_vol,80,12.575,6.0
quantile,NASDAQ100,1d,quantile_4_rolling_60,extreme_vol,13,77.38461538461539,57.0
quantile,NASDAQ100,1d,quantile_4_rolling_60,high_vol,50,20.12,13.5
quantile,NASDAQ100,1d,quantile_4_rolling_60,low_vol,44,22.863636363636363,7.5
quantile,NASDAQ100,1d,quantile_4_rolling_60,medium_vol,80,12.575,6.0
quantile,SP500,1d,quantile_2_rolling_240,high_vol,38,52.94736842105263,16.5
quantile,SP500,1d,quantile_2_rolling_240,low_vol,37,54.37837837837838,26.0
quantile,SP500,1d,quantile_2_rolling_30,high_vol,38,52.94736842105263,16.5
quantile,SP500,1d,quantile_2_rolling_30,low_vol,37,54.37837837837838,26.0
quantile,SP500,1d,quantile_2_rolling_60,high_vol,38,52.94736842105263,16.5
quantile,SP500,1d,quantile_2_rolling_60,low_vol,37,54.37837837837838,26.0
quantile,SP500,1d,quantile_3_rolling_240,high_vol,22,61.0,26.0
quantile,SP500,1d,quantile_3_rolling_240,low_vol,37,36.24324324324324,20.0
quantile,SP500,1d,quantile_3_rolling_240,medium_vol,59,22.728813559322035,14.0
quantile,SP500,1d,quantile_3_rolling_30,high_vol,22,61.0,26.0
quantile,SP500,1d,quantile_3_rolling_30,low_vol,37,36.24324324324324,20.0
quantile,SP500,1d,quantile_3_rolling_30,medium_vol,59,22.728813559322035,14.0
quantile,SP500,1d,quantile_3_rolling_60,high_vol,22,61.0,26.0
quantile,SP500,1d,quantile_3_rolling_60,low_vol,37,36.24324324324324,20.0
quantile,SP500,1d,quantile_3_rolling_60,medium_vol,59,22.728813559322035,14.0
quantile,SP500,1d,quantile_4_rolling_240,extreme_vol,16,62.875,52.5
quantile,SP500,1d,quantile_4_rolling_240,high_vol,54,18.62962962962963,9.0
quantile,SP500,1d,quantile_4_rolling_240,low_vol,35,28.742857142857144,12.0
quantile,SP500,1d,quantile_4_rolling_240,medium_vol,72,13.972222222222221,8.0
quantile,SP500,1d,quantile_4_rolling_30,extreme_vol,16,62.875,52.5
quantile,SP500,1d,quantile_4_rolling_30,high_vol,54,18.62962962962963,9.0
quantile,SP500,1d,quantile_4_rolling_30,low_vol,35,28.742857142857144,12.0
quantile,SP500,1d,quantile_4_rolling_30,medium_vol,72,13.972222222222221,8.0
quantile,SP500,1d,quantile_4_rolling_60,extreme_vol,16,62.875,52.5
quantile,SP500,1d,quantile_4_rolling_60,high_vol,54,18.62962962962963,9.0
quantile,SP500,1d,quantile_4_rolling_60,low_vol,35,28.742857142857144,12.0
quantile,SP500,1d,quantile_4_rolling_60,medium_vol,72,13.972222222222221,8.0
quantile,VIX,1d,quantile_2_rolling_240,high_vol,42,47.904761904761905,36.0
quantile,VIX,1d,quantile_2_rolling_240,low_vol,41,49.073170731707314,8.0
quantile,VIX,1d,quantile_2_rolling_30,high_vol,42,47.904761904761905,36.0
quantile,VIX,1d,quantile_2_rolling_30,low_vol,41,49.073170731707314,8.0
quantile,VIX,1d,quantile_2_rolling_60,high_vol,42,47.904761904761905,36.0
quantile,VIX,1d,quantile_2_rolling_60,low_vol,41,49.073170731707314,8.0
quantile,VIX,1d,quantile_3_rolling_240,high_vol,47,28.5531914893617,14.0
quantile,VIX,1d,quantile_3_rolling_240,low_vol,40,33.525,20.0
quantile,VIX,1d,quantile_3_rolling_240,medium_vol,86,15.593023255813954,9.0
quantile,VIX,1d,quantile_3_rolling_30,high_vol,47,28.5531914893617,14.0
quantile,VIX,1d,quantile_3_rolling_30,low_vol,40,33.525,20.0
quantile,VIX,1d,quantile_3_rolling_30,medium_vol,86,15.593023255813954,9.0
quantile,VIX,1d,quantile_3_rolling_60,high_vol,47,28.5531914893617,14.0
quantile,VIX,1d,quantile_3_rolling_60,low_vol,40,33.525,20.0
quantile,VIX,1d,quantile_3_rolling_60,medium_vol,86,15.593023255813954,9.0
quantile,VIX,1d,quantile_4_rolling_240,extreme_vol,36,27.944444444444443,17.0
quantile,VIX,1d,quantile_4_rolling_240,high_vol,70,14.371428571428572,8.0
quantile,VIX,1d,quantile_4_rolling_240,low_vol,43,23.3953488372093,10.0
quantile,VIX,1d,quantile_4_rolling_240,medium_vol,84,11.976190476190476,6.0
quantile,VIX,1d,quantile_4_rolling_30,extreme_vol,36,27.944444444444443,17.0
quantile,VIX,1d,quantile_4_rolling_30,high_vol,70,14.371428571428572,8.0
quantile,VIX,1d,quantile_4_rolling_30,low_vol,43,23.3953488372093,10.0
quantile,VIX,1d,quantile_4_rolling_30,medium_vol,84,11.976190476190476,6.0
quantile,VIX,1d,quantile_4_rolling_60,extreme_vol,36,27.944444444444443,17.0
quantile,VIX,1d,quantile_4_rolling_60,high_vol,70,14.371428571428572,8.0
quantile,VIX,1d,quantile_4_rolling_60,low_vol,43,23.3953488372093,10.0
quantile,VIX,1d,quantile_4_rolling_60,medium_vol,84,11.976190476190476,6.0
