asset,frequency,mode,window_length_mean,window_length_median,window_length_min,window_length_max,number_of_motifs_mean,number_of_motifs_median,number_of_motifs_min,number_of_motifs_max,mean_motif_distance_or_score_mean,mean_motif_distance_or_score_median,mean_motif_distance_or_score_min,mean_motif_distance_or_score_max,median_motif_distance_mean,median_motif_distance_median,median_motif_distance_min,median_motif_distance_max,recurrence_count_mean,recurrence_count_median,recurrence_count_min,recurrence_count_max,runtime_seconds_mean,runtime_seconds_median,runtime_seconds_min,runtime_seconds_max,time_split_stability_mean,time_split_stability_median,time_split_stability_min,time_split_stability_max,cross_regime_overlap_mean,cross_regime_overlap_median,cross_regime_overlap_min,cross_regime_overlap_max
BTCUSDT,15m,agnostic,120.0,96.0,32,256,10.0,10.0,10,10,3.146591289954365,1.6056973770387253,0.12671795029575783,12.302742822924486,3.1964265637152236,1.6106055322225052,0.1282989986380908,12.642305283998681,20.0,20.0,20,20,21026.87239617866,78.77326868940145,71.7668926389888,85043.87451597955,0.6078869047619048,0.6666666666666666,0.25,1.0,0.35625,0.3,0.0,0.6
BTCUSDT,15m,conditioned,120.0,96.0,32,256,106.36458333333333,73.5,10,369,7.899710870667931,7.093828654739783,1.1817961459524833,19.69373854729835,7.791437588503549,6.993526368164472,0.9784115084153829,19.76295754678295,212.72916666666666,147.0,20,738,22.039083459302976,1.35124181676656,0.11748085403814912,290.35191050125286,0.4499000693549916,0.39578762615182095,0.0847457627118644,1.0,0.0,0.0,0.0,0.0
BTCUSDT,1h,agnostic,129.6,72.0,24,336,10.0,10.0,10,10,4.393002468591755,2.4933732667731237,0.13374114606870763,19.314499243509854,4.50781107597235,2.456748822701689,0.13757218321953607,20.017676163025147,20.0,20.0,20,20,1276.212440450443,7.612438164651394,6.609279331751168,5177.5752903474495,0.6654761904761906,0.6666666666666666,0.25,1.0,0.365,0.4,0.1,0.6
BTCUSDT,1h,conditioned,129.6,72.0,24,336,24.758333333333333,20.0,1,90,8.117239136153898,6.486876962981247,0.6904149296450407,23.535941611397952,8.068451594840187,6.470950379133802,0.6954921175914675,23.535941611397952,49.516666666666666,40.0,2,180,3.399018583669224,0.25632014498114586,0.0059733521193265915,41.42597480211407,0.6933062912881405,0.7032967032967032,0.0,1.0,0.0,0.0,0.0,0.0
ETHUSDT,15m,agnostic,120.0,96.0,32,256,10.0,10.0,10,10,3.1362210953384335,1.6449455643219757,0.11636271718228428,12.4496155946114,3.216001513862528,1.6647289235397218,0.11609393207670304,13.019302323035328,20.0,20.0,20,20,20021.62081432354,71.71703364234418,66.12979220226407,81329.21324434225,0.6014384920634921,0.6666666666666666,0.1111111111111111,1.0,0.325,0.35,0.1,0.6
ETHUSDT,15m,conditioned,120.0,96.0,32,256,112.07565789473684,76.0,1,366,7.915027650528854,7.077694496442356,1.3295351119659506,19.986844367922032,7.779931320728545,7.075893843302355,1.1232117698574078,19.986844367922032,224.15131578947367,152.0,2,732,20.128144889873894,1.2739478703588247,0.005901671014726162,221.0122548462823,0.3724458351048259,0.36275527864312906,0.0,1.0,0.0,0.0,0.0,0.0
ETHUSDT,1h,agnostic,129.6,72.0,24,336,10.0,10.0,10,10,4.337545630382079,2.5552325087201,0.1569231960027802,19.280465600284572,4.403154705019542,2.5991319985626844,0.15370488103328972,19.834721323779988,20.0,20.0,20,20,1218.406708071474,7.003475236706436,6.505329525098205,4891.305967010558,0.5827380952380953,0.6666666666666666,0.25,1.0,0.4,0.4,0.1,0.6
ETHUSDT,1h,conditioned,129.6,72.0,24,336,21.25,17.0,1,70,8.271515888818247,6.515162509575234,0.8605040472115956,23.478610728147196,8.151516011354358,6.5289499638212565,0.7656127746029837,23.478610728147196,42.5,34.0,2,140,2.2733369436192636,0.18391495570540428,0.0060788290575146675,28.968039928004146,0.553320147243784,0.5,0.0,1.0,0.0,0.0,0.0,0.0
