method_family,asset,frequency,regime_method,regime_label,self_transition_probability
quantile,EURUSD,1d,quantile_3_rolling_60,low_vol,0.9727177334732424
quantile,EURUSD,1d,quantile_3_rolling_60,medium_vol,0.9559748427672956
quantile,EURUSD,1d,quantile_4_rolling_60,extreme_vol,0.979050279329609
quantile,EURUSD,1d,quantile_4_rolling_60,low_vol,0.972027972027972
quantile,EURUSD,1d,quantile_4_rolling_60,high_vol,0.9385474860335196
quantile,EURUSD,1d,quantile_4_rolling_60,medium_vol,0.9286713286713286
quantile,EURUSD,1d,quantile_2_rolling_240,high_vol,0.9783519553072626
quantile,EURUSD,1d,quantile_2_rolling_240,low_vol,0.9790209790209791
quantile,EURUSD,1d,quantile_3_rolling_240,high_vol,0.9832460732984293
quantile,EURUSD,1d,quantile_3_rolling_240,low_vol,0.9727177334732424
quantile,EURUSD,1d,quantile_3_rolling_240,medium_vol,0.9559748427672956
quantile,EURUSD,1d,quantile_4_rolling_240,extreme_vol,0.979050279329609
quantile,EURUSD,1d,quantile_4_rolling_240,low_vol,0.972027972027972
quantile,EURUSD,1d,quantile_4_rolling_240,high_vol,0.9385474860335196
quantile,EURUSD,1d,quantile_4_rolling_240,medium_vol,0.9286713286713286
quantile,GBPUSD,1d,quantile_2_rolling_30,high_vol,0.9832402234636871
quantile,GBPUSD,1d,quantile_2_rolling_30,low_vol,0.9839160839160839
quantile,GBPUSD,1d,quantile_3_rolling_30,low_vol,0.9674711437565582
quantile,GBPUSD,1d,quantile_3_rolling_30,high_vol,0.9591623036649215
quantile,GBPUSD,1d,quantile_3_rolling_30,medium_vol,0.9266247379454927
quantile,GBPUSD,1d,quantile_4_rolling_30,extreme_vol,0.9780821917808219
quantile,GBPUSD,1d,quantile_4_rolling_30,low_vol,0.958041958041958
quantile,GBPUSD,1d,quantile_4_rolling_30,high_vol,0.9444444444444444
quantile,GBPUSD,1d,quantile_4_rolling_30,medium_vol,0.9244755244755245
quantile,GBPUSD,1d,quantile_2_rolling_60,high_vol,0.9832402234636871
quantile,GBPUSD,1d,quantile_2_rolling_60,low_vol,0.9839160839160839
quantile,GBPUSD,1d,quantile_3_rolling_60,low_vol,0.9674711437565582
quantile,GBPUSD,1d,quantile_3_rolling_60,high_vol,0.9591623036649215
quantile,GBPUSD,1d,quantile_3_rolling_60,medium_vol,0.9266247379454927
quantile,GBPUSD,1d,quantile_4_rolling_60,extreme_vol,0.9780821917808219
quantile,GBPUSD,1d,quantile_4_rolling_60,low_vol,0.958041958041958
quantile,GBPUSD,1d,quantile_4_rolling_60,high_vol,0.9444444444444444
quantile,GBPUSD,1d,quantile_4_rolling_60,medium_vol,0.9244755244755245
quantile,GBPUSD,1d,quantile_2_rolling_240,high_vol,0.9832402234636871
quantile,GBPUSD,1d,quantile_2_rolling_240,low_vol,0.9839160839160839
quantile,GBPUSD,1d,quantile_3_rolling_240,low_vol,0.9674711437565582
quantile,GBPUSD,1d,quantile_3_rolling_240,high_vol,0.9591623036649215
quantile,GBPUSD,1d,quantile_3_rolling_240,medium_vol,0.9266247379454927
quantile,GBPUSD,1d,quantile_4_rolling_240,extreme_vol,0.9780821917808219
quantile,GBPUSD,1d,quantile_4_rolling_240,low_vol,0.958041958041958
quantile,GBPUSD,1d,quantile_4_rolling_240,high_vol,0.9444444444444444
quantile,GBPUSD,1d,quantile_4_rolling_240,medium_vol,0.9244755244755245
quantile,VIX,1d,quantile_2_rolling_30,low_vol,0.9796222664015904
quantile,VIX,1d,quantile_2_rolling_30,high_vol,0.9796121332670313
quantile,VIX,1d,quantile_3_rolling_30,low_vol,0.9701715137956749
quantile,VIX,1d,quantile_3_rolling_30,high_vol,0.9656972408650261
quantile,VIX,1d,quantile_3_rolling_30,medium_vol,0.935868754660701
quantile,VIX,1d,quantile_4_rolling_30,extreme_vol,0.9642147117296223
quantile,VIX,1d,quantile_4_rolling_30,low_vol,0.9572564612326043
quantile,VIX,1d,quantile_4_rolling_30,high_vol,0.9313432835820895
quantile,VIX,1d,quantile_4_rolling_30,medium_vol,0.9165009940357853
quantile,VIX,1d,quantile_2_rolling_60,low_vol,0.9796222664015904
quantile,VIX,1d,quantile_2_rolling_60,high_vol,0.9796121332670313
quantile,VIX,1d,quantile_3_rolling_60,low_vol,0.9701715137956749
quantile,VIX,1d,quantile_3_rolling_60,high_vol,0.9656972408650261
quantile,VIX,1d,quantile_3_rolling_60,medium_vol,0.935868754660701
quantile,VIX,1d,quantile_4_rolling_60,extreme_vol,0.9642147117296223
quantile,VIX,1d,quantile_4_rolling_60,low_vol,0.9572564612326043
quantile,VIX,1d,quantile_4_rolling_60,high_vol,0.9313432835820895
quantile,VIX,1d,quantile_4_rolling_60,medium_vol,0.9165009940357853
quantile,VIX,1d,quantile_2_rolling_240,low_vol,0.9796222664015904
quantile,VIX,1d,quantile_2_rolling_240,high_vol,0.9796121332670313
quantile,VIX,1d,quantile_3_rolling_240,low_vol,0.9701715137956749
quantile,VIX,1d,quantile_3_rolling_240,high_vol,0.9656972408650261
quantile,VIX,1d,quantile_3_rolling_240,medium_vol,0.935868754660701
quantile,VIX,1d,quantile_4_rolling_240,extreme_vol,0.9642147117296223
quantile,VIX,1d,quantile_4_rolling_240,low_vol,0.9572564612326043
quantile,VIX,1d,quantile_4_rolling_240,high_vol,0.9313432835820895
quantile,VIX,1d,quantile_4_rolling_240,medium_vol,0.9165009940357853
HMM,BTCUSDT,15m,hmm_4_states,low_vol,0.6715216305755789
HMM,BTCUSDT,15m,hmm_4_states,extreme_vol,0.0
HMM,BTCUSDT,15m,hmm_4_states,high_vol,0.4920637984006736
HMM,BTCUSDT,15m,hmm_4_states,medium_vol,0.5408879860765254
HMM,BTCUSDT,1d,hmm_4_states,medium_vol,0.42420505057105423
HMM,BTCUSDT,1d,hmm_4_states,extreme_vol,0.0
HMM,BTCUSDT,1d,hmm_4_states,high_vol,0.32505684610097135
HMM,BTCUSDT,1d,hmm_4_states,low_vol,0.4913866725771056
HMM,BTCUSDT,1h,hmm_4_states,low_vol,0.5971857379568719
HMM,BTCUSDT,1h,hmm_4_states,extreme_vol,0.0
HMM,BTCUSDT,1h,hmm_4_states,medium_vol,0.48097680799699133
HMM,BTCUSDT,1h,hmm_4_states,high_vol,0.43791357087589494
HMM,BTCUSDT,1m,hmm_4_states,low_vol,0.45774917099296863
HMM,BTCUSDT,1m,hmm_4_states,extreme_vol,0.5207084640167706
HMM,BTCUSDT,1m,hmm_4_states,high_vol,0.5608229426181578
HMM,BTCUSDT,1m,hmm_4_states,medium_vol,0.4756099976681024
HMM,BTCUSDT,5m,hmm_2_states,low_vol,0.8801547587715243
HMM,BTCUSDT,5m,hmm_2_states,high_vol,0.5784496027878073
HMM,ETHUSDT,15m,hmm_4_states,low_vol,0.6573151203078018
HMM,ETHUSDT,15m,hmm_4_states,high_vol,0.4850258304086202
HMM,ETHUSDT,15m,hmm_4_states,extreme_vol,0.0
HMM,ETHUSDT,15m,hmm_4_states,medium_vol,0.5268393351841874
HMM,ETHUSDT,1d,hmm_4_states,low_vol,0.479989322785318
HMM,ETHUSDT,1d,hmm_4_states,extreme_vol,0.0
HMM,ETHUSDT,1d,hmm_4_states,high_vol,0.45443957403640906
HMM,ETHUSDT,1d,hmm_4_states,medium_vol,0.439654435489241
HMM,ETHUSDT,1h,hmm_4_states,low_vol,0.6013159018460524
HMM,ETHUSDT,1h,hmm_4_states,high_vol,0.46407066909237016
HMM,ETHUSDT,1h,hmm_4_states,medium_vol,0.49540844714063415
HMM,ETHUSDT,1h,hmm_4_states,extreme_vol,0.0
HMM,ETHUSDT,1m,hmm_4_states,low_vol,0.6413391826268984
HMM,ETHUSDT,1m,hmm_4_states,extreme_vol,0.0
HMM,ETHUSDT,1m,hmm_4_states,medium_vol,0.5552782717760344
HMM,ETHUSDT,1m,hmm_4_states,high_vol,0.516235756902412
HMM,ETHUSDT,5m,hmm_4_states,low_vol,0.4321967685731997
HMM,ETHUSDT,5m,hmm_4_states,extreme_vol,0.4789535630506172
HMM,ETHUSDT,5m,hmm_4_states,high_vol,0.5078861844712538
HMM,ETHUSDT,5m,hmm_4_states,medium_vol,0.4360958570198775
HMM,DAX,1d,hmm_4_states,low_vol,0.3260841025180685
HMM,DAX,1d,hmm_4_states,high_vol,0.3064479821965166
HMM,DAX,1d,hmm_4_states,medium_vol,0.34926708836262343
HMM,DAX,1d,hmm_4_states,extreme_vol,0.5838609629802951
HMM,NASDAQ100,1d,hmm_4_states,low_vol,0.3340668301278116
HMM,NASDAQ100,1d,hmm_4_states,extreme_vol,0.4745930879760766
HMM,NASDAQ100,1d,hmm_4_states,medium_vol,0.3410033091056002
HMM,NASDAQ100,1d,hmm_4_states,high_vol,0.30372671233191323
HMM,SP500,1d,hmm_4_states,medium_vol,0.33268957232663593
HMM,SP500,1d,hmm_4_states,extreme_vol,0.5336242333693028
HMM,SP500,1d,hmm_4_states,high_vol,0.4160890451208817
HMM,SP500,1d,hmm_4_states,low_vol,0.43315759893171274
HMM,EURUSD,1d,hmm_4_states,low_vol,0.29145940069376386
HMM,EURUSD,1d,hmm_4_states,extreme_vol,0.49378665387757775
HMM,EURUSD,1d,hmm_4_states,high_vol,0.27381580590964577
HMM,EURUSD,1d,hmm_4_states,medium_vol,0.31924192497952775
HMM,GBPUSD,1d,hmm_4_states,low_vol,0.3959447296418767
HMM,GBPUSD,1d,hmm_4_states,extreme_vol,0.0
HMM,GBPUSD,1d,hmm_4_states,medium_vol,0.5071053649166966
HMM,GBPUSD,1d,hmm_4_states,high_vol,0.5997352203683646
HMM,VIX,1d,hmm_4_states,medium_vol,0.46964100269334563
HMM,VIX,1d,hmm_4_states,high_vol,0.342271702766036
HMM,VIX,1d,hmm_4_states,extreme_vol,0.0
HMM,VIX,1d,hmm_4_states,low_vol,0.4483327161748446
