asset,frequency,method,mode,regime_method,regime_label,window_length,feature_set,number_of_motifs,mean_motif_distance_or_score,median_motif_distance,recurrence_count,runtime_seconds,time_split_stability,cross_regime_overlap,notes
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_240,low_vol,256,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",60,17.37778747767277,17.55615436975849,120,36.78000540845096,0.4634146341463415,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_240,low_vol,256,rolling_volatility_60,65,9.806162979667887,9.577813219315958,130,0.7155244396999478,0.3829787234042553,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,32,close,270,2.207320043938576,2.0741448271782668,540,3.354438776150346,0.22727272727272727,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,32,log_return,266,4.654795850950866,4.716055056536517,532,3.2155296094715595,0.22018348623853212,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,32,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",267,4.544812751485371,4.622388149922011,534,287.9563389918767,0.2191780821917808,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,32,rolling_volatility_60,266,1.2863368862378048,1.125540958151758,532,3.3030388546176255,0.22580645161290322,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,64,close,201,3.667147512203625,3.306580906641858,402,2.755318221170455,0.13559322033898305,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,64,log_return,206,8.120960152998453,8.197333484847729,412,2.731884857174009,0.15083798882681565,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,64,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",199,7.285363413379481,7.387802549774324,398,264.9203493827954,0.13068181818181818,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,64,rolling_volatility_60,205,2.654331389227196,2.2787207589633853,410,2.88544844603166,0.15168539325842698,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,128,close,121,5.774778856935478,5.506001306869195,242,2.0998108093626797,0.11009174311926606,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,128,log_return,122,12.903508957967405,12.98293564142062,244,1.9586186218075454,0.10909090909090909,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,128,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",118,11.10776055371432,11.237102958332152,236,222.17327899858356,0.11320754716981132,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,128,rolling_volatility_60,121,4.364779914668036,4.060481947191864,242,2.1500674542039633,0.1,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,256,close,64,9.535951933173752,9.150891651260292,128,1.4383704462088645,0.0847457627118644,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,256,log_return,61,19.43986402976963,19.59565094967492,122,1.2248318237252533,0.08928571428571429,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,256,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",62,16.624885209425884,16.807193479749227,124,176.8594427993521,0.08771929824561403,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,high_vol,256,rolling_volatility_60,57,8.276419601791202,7.460017815213482,114,1.4382614716887474,0.09615384615384616,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,32,close,365,2.4590825690499223,2.3349439371766882,730,3.482516447082162,0.3129496402877698,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,32,log_return,369,4.779828100238692,4.864955828905795,738,3.3849886008538306,0.3225806451612903,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,32,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",366,4.698114684577916,4.79575085279536,732,168.70541948499158,0.3212996389891697,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,32,rolling_volatility_60,364,1.3093079848571998,1.0991524944400668,728,3.424653633031994,0.3236363636363636,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,64,close,257,4.097302578987714,3.9730144078028657,514,2.5274304752238095,0.3316062176165803,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,64,log_return,257,8.136426776452568,8.236087522130765,514,2.5085107726044953,0.3385416666666667,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,64,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",250,7.282928679361349,7.324794750046689,500,132.23904388118535,0.33689839572192515,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,64,rolling_volatility_60,255,2.511159731265096,2.0870436821934892,510,2.621087095234543,0.3709677419354839,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,128,close,146,6.574835963471881,6.393812985011537,292,1.6487103155814111,0.3904761904761905,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,128,log_return,148,12.912932354524866,13.004253926894386,296,1.5815445599146187,0.39622641509433965,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,128,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",141,11.27902190576427,11.292180269156079,282,86.41435873322189,0.41,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,128,rolling_volatility_60,140,4.693437262886387,4.331050468752272,280,1.589512593112886,0.38613861386138615,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,256,close,65,11.175297500737557,11.020454555409648,130,0.7048934469930828,0.41304347826086957,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,256,log_return,63,19.67294839300475,19.7178419952441,126,0.6498558898456395,0.4318181818181818,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,256,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",60,17.37778747767277,17.55615436975849,120,36.894783762749285,0.4634146341463415,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_30,low_vol,256,rolling_volatility_60,65,9.806162979667887,9.577813219315958,130,0.7175304107367992,0.3829787234042553,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,32,close,270,2.207320043938576,2.0741448271782668,540,3.393455259501934,0.22727272727272727,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,32,log_return,266,4.654795850950866,4.716055056536517,532,3.2620748542249203,0.22018348623853212,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,32,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",267,4.544812751485371,4.622388149922011,534,290.35191050125286,0.2191780821917808,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,32,rolling_volatility_60,266,1.2863368862378048,1.125540958151758,532,3.355082882102579,0.22580645161290322,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,64,close,201,3.667147512203625,3.306580906641858,402,2.8189014103263617,0.13559322033898305,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,64,log_return,206,8.120960152998453,8.197333484847729,412,2.777110524009913,0.15083798882681565,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,64,"log_return,abs_log_return,rolling_volatility_60,rolling_volatility_30,hl_range,volume_zscore,quote_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,spread_proxy,open,high,low,close,volume,pct_return,rolling_volatility_240,absolute_return,squared_return,rolling_vol,range",199,7.285363413379481,7.387802549774324,398,263.67144851433113,0.13068181818181818,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
BTCUSDT,15m,matrix_profile,conditioned,quantile_2_rolling_60,high_vol,64,rolling_volatility_60,205,2.654331389227196,2.2787207589633853,410,2.990418762434274,0.15168539325842698,0.0,Matrix Profile motif pairs; recurrence count treats both motif windows in each pair as occurrences.
