profile_type,count,sum,mean,median,min,max
multivariate,184,718358.0094813751,3904.1196167466037,50.07960993889719,0.16580121126025915,85043.87451597955
univariate,184,2818.5249297232367,15.318070270234982,2.70569312479347,0.017933678813278675,379.52823410276324
