asset,frequency,regime_method_hmm,regime_method_quantile,regime_label_hmm,regime_label_quantile,count
BTCUSDT,1m,hmm_4_states,quantile_2_rolling_60,low_vol,low_vol,675164
BTCUSDT,1m,hmm_4_states,quantile_2_rolling_60,medium_vol,high_vol,416567
BTCUSDT,1m,hmm_4_states,quantile_2_rolling_60,medium_vol,low_vol,697338
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,extreme_vol,high_vol,177860
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,extreme_vol,low_vol,4052
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,extreme_vol,medium_vol,17563
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,high_vol,high_vol,597378
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,high_vol,low_vol,81739
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,high_vol,medium_vol,292054
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,low_vol,high_vol,87867
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,low_vol,low_vol,528496
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,low_vol,medium_vol,253241
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,medium_vol,high_vol,188280
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,medium_vol,low_vol,437098
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_240,medium_vol,medium_vol,488527
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,extreme_vol,high_vol,177860
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,extreme_vol,low_vol,4052
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,extreme_vol,medium_vol,17563
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,high_vol,high_vol,597378
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,high_vol,low_vol,81739
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,high_vol,medium_vol,292054
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,low_vol,high_vol,87867
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,low_vol,low_vol,528496
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,low_vol,medium_vol,253241
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,medium_vol,high_vol,188280
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,medium_vol,low_vol,437098
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_30,medium_vol,medium_vol,488527
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,extreme_vol,high_vol,177860
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,extreme_vol,low_vol,4052
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,extreme_vol,medium_vol,17563
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,high_vol,high_vol,597378
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,high_vol,low_vol,81739
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,high_vol,medium_vol,292054
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,low_vol,high_vol,87867
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,low_vol,low_vol,528496
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,low_vol,medium_vol,253241
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,medium_vol,high_vol,188280
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,medium_vol,low_vol,437098
BTCUSDT,1m,hmm_4_states,quantile_3_rolling_60,medium_vol,medium_vol,488527
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,extreme_vol,extreme_vol,166153
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,extreme_vol,high_vol,23940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,extreme_vol,low_vol,2562
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,extreme_vol,medium_vol,6820
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,high_vol,extreme_vol,477431
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,high_vol,high_vol,298547
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,high_vol,low_vol,45265
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,high_vol,medium_vol,149928
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,low_vol,extreme_vol,48328
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,low_vol,high_vol,146112
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,low_vol,low_vol,436012
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,low_vol,medium_vol,239152
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,medium_vol,extreme_vol,96627
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,medium_vol,high_vol,319940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,medium_vol,low_vol,304700
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_240,medium_vol,medium_vol,392638
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,extreme_vol,extreme_vol,166153
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,extreme_vol,high_vol,23940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,extreme_vol,low_vol,2562
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,extreme_vol,medium_vol,6820
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,high_vol,extreme_vol,477431
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,high_vol,high_vol,298547
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,high_vol,low_vol,45265
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,high_vol,medium_vol,149928
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,low_vol,extreme_vol,48328
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,low_vol,high_vol,146112
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,low_vol,low_vol,436012
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,low_vol,medium_vol,239152
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,medium_vol,extreme_vol,96627
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,medium_vol,high_vol,319940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,medium_vol,low_vol,304700
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_30,medium_vol,medium_vol,392638
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,extreme_vol,extreme_vol,166153
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,extreme_vol,high_vol,23940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,extreme_vol,low_vol,2562
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,extreme_vol,medium_vol,6820
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,high_vol,extreme_vol,477431
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,high_vol,high_vol,298547
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,high_vol,low_vol,45265
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,high_vol,medium_vol,149928
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,low_vol,extreme_vol,48328
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,low_vol,high_vol,146112
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,low_vol,low_vol,436012
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,low_vol,medium_vol,239152
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,medium_vol,extreme_vol,96627
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,medium_vol,high_vol,319940
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,medium_vol,low_vol,304700
BTCUSDT,1m,hmm_4_states,quantile_4_rolling_60,medium_vol,medium_vol,392638
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_240,high_vol,high_vol,117086
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_240,high_vol,low_vol,21787
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_240,low_vol,high_vol,198331
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_240,low_vol,low_vol,293630
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_30,high_vol,high_vol,117086
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_30,high_vol,low_vol,21787
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_30,low_vol,high_vol,198331
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_30,low_vol,low_vol,293630
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_60,high_vol,high_vol,117086
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_60,high_vol,low_vol,21787
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_60,low_vol,high_vol,198331
BTCUSDT,5m,hmm_2_states,quantile_2_rolling_60,low_vol,low_vol,293630
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,high_vol,high_vol,97068
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,high_vol,low_vol,9332
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,high_vol,medium_vol,32473
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,low_vol,high_vol,113210
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,low_vol,low_vol,200946
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_240,low_vol,medium_vol,177805
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,high_vol,high_vol,97068
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,high_vol,low_vol,9332
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,high_vol,medium_vol,32473
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,low_vol,high_vol,113210
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,low_vol,low_vol,200946
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_30,low_vol,medium_vol,177805
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,high_vol,high_vol,97068
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,high_vol,low_vol,9332
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,high_vol,medium_vol,32473
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,low_vol,high_vol,113210
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,low_vol,low_vol,200946
BTCUSDT,5m,hmm_2_states,quantile_3_rolling_60,low_vol,medium_vol,177805
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,high_vol,extreme_vol,83024
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,high_vol,high_vol,34062
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,high_vol,low_vol,5360
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,high_vol,medium_vol,16427
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,low_vol,extreme_vol,74685
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,low_vol,high_vol,123646
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,low_vol,low_vol,152349
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_240,low_vol,medium_vol,141281
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,high_vol,extreme_vol,83024
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,high_vol,high_vol,34062
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,high_vol,low_vol,5360
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,high_vol,medium_vol,16427
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,low_vol,extreme_vol,74685
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,low_vol,high_vol,123646
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,low_vol,low_vol,152349
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_30,low_vol,medium_vol,141281
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,high_vol,extreme_vol,83024
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,high_vol,high_vol,34062
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,high_vol,low_vol,5360
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,high_vol,medium_vol,16427
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,low_vol,extreme_vol,74685
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,low_vol,high_vol,123646
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,low_vol,low_vol,152349
BTCUSDT,5m,hmm_2_states,quantile_4_rolling_60,low_vol,medium_vol,141281
DAX,1d,hmm_4_states,quantile_2_rolling_240,extreme_vol,high_vol,403
DAX,1d,hmm_4_states,quantile_2_rolling_240,extreme_vol,low_vol,35
DAX,1d,hmm_4_states,quantile_2_rolling_240,high_vol,high_vol,610
DAX,1d,hmm_4_states,quantile_2_rolling_240,high_vol,low_vol,479
DAX,1d,hmm_4_states,quantile_2_rolling_240,low_vol,high_vol,401
DAX,1d,hmm_4_states,quantile_2_rolling_240,low_vol,low_vol,703
DAX,1d,hmm_4_states,quantile_2_rolling_240,medium_vol,high_vol,616
DAX,1d,hmm_4_states,quantile_2_rolling_240,medium_vol,low_vol,812
DAX,1d,hmm_4_states,quantile_2_rolling_30,extreme_vol,high_vol,403
DAX,1d,hmm_4_states,quantile_2_rolling_30,extreme_vol,low_vol,35
DAX,1d,hmm_4_states,quantile_2_rolling_30,high_vol,high_vol,610
DAX,1d,hmm_4_states,quantile_2_rolling_30,high_vol,low_vol,479
DAX,1d,hmm_4_states,quantile_2_rolling_30,low_vol,high_vol,401
DAX,1d,hmm_4_states,quantile_2_rolling_30,low_vol,low_vol,703
DAX,1d,hmm_4_states,quantile_2_rolling_30,medium_vol,high_vol,616
DAX,1d,hmm_4_states,quantile_2_rolling_30,medium_vol,low_vol,812
DAX,1d,hmm_4_states,quantile_2_rolling_60,extreme_vol,high_vol,403
DAX,1d,hmm_4_states,quantile_2_rolling_60,extreme_vol,low_vol,35
DAX,1d,hmm_4_states,quantile_2_rolling_60,high_vol,high_vol,610
DAX,1d,hmm_4_states,quantile_2_rolling_60,high_vol,low_vol,479
DAX,1d,hmm_4_states,quantile_2_rolling_60,low_vol,high_vol,401
DAX,1d,hmm_4_states,quantile_2_rolling_60,low_vol,low_vol,703
DAX,1d,hmm_4_states,quantile_2_rolling_60,medium_vol,high_vol,616
DAX,1d,hmm_4_states,quantile_2_rolling_60,medium_vol,low_vol,812
DAX,1d,hmm_4_states,quantile_3_rolling_240,extreme_vol,high_vol,362
DAX,1d,hmm_4_states,quantile_3_rolling_240,extreme_vol,low_vol,17
DAX,1d,hmm_4_states,quantile_3_rolling_240,extreme_vol,medium_vol,59
DAX,1d,hmm_4_states,quantile_3_rolling_240,high_vol,high_vol,373
DAX,1d,hmm_4_states,quantile_3_rolling_240,high_vol,low_vol,308
DAX,1d,hmm_4_states,quantile_3_rolling_240,high_vol,medium_vol,408
DAX,1d,hmm_4_states,quantile_3_rolling_240,low_vol,high_vol,216
DAX,1d,hmm_4_states,quantile_3_rolling_240,low_vol,low_vol,484
DAX,1d,hmm_4_states,quantile_3_rolling_240,low_vol,medium_vol,404
DAX,1d,hmm_4_states,quantile_3_rolling_240,medium_vol,high_vol,402
DAX,1d,hmm_4_states,quantile_3_rolling_240,medium_vol,low_vol,544
DAX,1d,hmm_4_states,quantile_3_rolling_240,medium_vol,medium_vol,482
DAX,1d,hmm_4_states,quantile_3_rolling_30,extreme_vol,high_vol,362
DAX,1d,hmm_4_states,quantile_3_rolling_30,extreme_vol,low_vol,17
DAX,1d,hmm_4_states,quantile_3_rolling_30,extreme_vol,medium_vol,59
DAX,1d,hmm_4_states,quantile_3_rolling_30,high_vol,high_vol,373
DAX,1d,hmm_4_states,quantile_3_rolling_30,high_vol,low_vol,308
DAX,1d,hmm_4_states,quantile_3_rolling_30,high_vol,medium_vol,408
DAX,1d,hmm_4_states,quantile_3_rolling_30,low_vol,high_vol,216
DAX,1d,hmm_4_states,quantile_3_rolling_30,low_vol,low_vol,484
DAX,1d,hmm_4_states,quantile_3_rolling_30,low_vol,medium_vol,404
DAX,1d,hmm_4_states,quantile_3_rolling_30,medium_vol,high_vol,402
DAX,1d,hmm_4_states,quantile_3_rolling_30,medium_vol,low_vol,544
DAX,1d,hmm_4_states,quantile_3_rolling_30,medium_vol,medium_vol,482
DAX,1d,hmm_4_states,quantile_3_rolling_60,extreme_vol,high_vol,362
DAX,1d,hmm_4_states,quantile_3_rolling_60,extreme_vol,low_vol,17
DAX,1d,hmm_4_states,quantile_3_rolling_60,extreme_vol,medium_vol,59
DAX,1d,hmm_4_states,quantile_3_rolling_60,high_vol,high_vol,373
DAX,1d,hmm_4_states,quantile_3_rolling_60,high_vol,low_vol,308
DAX,1d,hmm_4_states,quantile_3_rolling_60,high_vol,medium_vol,408
DAX,1d,hmm_4_states,quantile_3_rolling_60,low_vol,high_vol,216
DAX,1d,hmm_4_states,quantile_3_rolling_60,low_vol,low_vol,484
DAX,1d,hmm_4_states,quantile_3_rolling_60,low_vol,medium_vol,404
DAX,1d,hmm_4_states,quantile_3_rolling_60,medium_vol,high_vol,402
DAX,1d,hmm_4_states,quantile_3_rolling_60,medium_vol,low_vol,544
DAX,1d,hmm_4_states,quantile_3_rolling_60,medium_vol,medium_vol,482
DAX,1d,hmm_4_states,quantile_4_rolling_240,extreme_vol,extreme_vol,325
DAX,1d,hmm_4_states,quantile_4_rolling_240,extreme_vol,high_vol,78
DAX,1d,hmm_4_states,quantile_4_rolling_240,extreme_vol,low_vol,10
DAX,1d,hmm_4_states,quantile_4_rolling_240,extreme_vol,medium_vol,25
DAX,1d,hmm_4_states,quantile_4_rolling_240,high_vol,extreme_vol,247
DAX,1d,hmm_4_states,quantile_4_rolling_240,high_vol,high_vol,363
DAX,1d,hmm_4_states,quantile_4_rolling_240,high_vol,low_vol,213
DAX,1d,hmm_4_states,quantile_4_rolling_240,high_vol,medium_vol,266
DAX,1d,hmm_4_states,quantile_4_rolling_240,low_vol,extreme_vol,148
DAX,1d,hmm_4_states,quantile_4_rolling_240,low_vol,high_vol,253
DAX,1d,hmm_4_states,quantile_4_rolling_240,low_vol,low_vol,372
DAX,1d,hmm_4_states,quantile_4_rolling_240,low_vol,medium_vol,331
DAX,1d,hmm_4_states,quantile_4_rolling_240,medium_vol,extreme_vol,295
DAX,1d,hmm_4_states,quantile_4_rolling_240,medium_vol,high_vol,321
DAX,1d,hmm_4_states,quantile_4_rolling_240,medium_vol,low_vol,420
DAX,1d,hmm_4_states,quantile_4_rolling_240,medium_vol,medium_vol,392
DAX,1d,hmm_4_states,quantile_4_rolling_30,extreme_vol,extreme_vol,325
DAX,1d,hmm_4_states,quantile_4_rolling_30,extreme_vol,high_vol,78
DAX,1d,hmm_4_states,quantile_4_rolling_30,extreme_vol,low_vol,10
DAX,1d,hmm_4_states,quantile_4_rolling_30,extreme_vol,medium_vol,25
DAX,1d,hmm_4_states,quantile_4_rolling_30,high_vol,extreme_vol,247
DAX,1d,hmm_4_states,quantile_4_rolling_30,high_vol,high_vol,363
DAX,1d,hmm_4_states,quantile_4_rolling_30,high_vol,low_vol,213
DAX,1d,hmm_4_states,quantile_4_rolling_30,high_vol,medium_vol,266
DAX,1d,hmm_4_states,quantile_4_rolling_30,low_vol,extreme_vol,148
DAX,1d,hmm_4_states,quantile_4_rolling_30,low_vol,high_vol,253
DAX,1d,hmm_4_states,quantile_4_rolling_30,low_vol,low_vol,372
DAX,1d,hmm_4_states,quantile_4_rolling_30,low_vol,medium_vol,331
DAX,1d,hmm_4_states,quantile_4_rolling_30,medium_vol,extreme_vol,295
DAX,1d,hmm_4_states,quantile_4_rolling_30,medium_vol,high_vol,321
DAX,1d,hmm_4_states,quantile_4_rolling_30,medium_vol,low_vol,420
DAX,1d,hmm_4_states,quantile_4_rolling_30,medium_vol,medium_vol,392
DAX,1d,hmm_4_states,quantile_4_rolling_60,extreme_vol,extreme_vol,325
DAX,1d,hmm_4_states,quantile_4_rolling_60,extreme_vol,high_vol,78
DAX,1d,hmm_4_states,quantile_4_rolling_60,extreme_vol,low_vol,10
DAX,1d,hmm_4_states,quantile_4_rolling_60,extreme_vol,medium_vol,25
DAX,1d,hmm_4_states,quantile_4_rolling_60,high_vol,extreme_vol,247
DAX,1d,hmm_4_states,quantile_4_rolling_60,high_vol,high_vol,363
DAX,1d,hmm_4_states,quantile_4_rolling_60,high_vol,low_vol,213
DAX,1d,hmm_4_states,quantile_4_rolling_60,high_vol,medium_vol,266
DAX,1d,hmm_4_states,quantile_4_rolling_60,low_vol,extreme_vol,148
DAX,1d,hmm_4_states,quantile_4_rolling_60,low_vol,high_vol,253
DAX,1d,hmm_4_states,quantile_4_rolling_60,low_vol,low_vol,372
DAX,1d,hmm_4_states,quantile_4_rolling_60,low_vol,medium_vol,331
DAX,1d,hmm_4_states,quantile_4_rolling_60,medium_vol,extreme_vol,295
DAX,1d,hmm_4_states,quantile_4_rolling_60,medium_vol,high_vol,321
DAX,1d,hmm_4_states,quantile_4_rolling_60,medium_vol,low_vol,420
DAX,1d,hmm_4_states,quantile_4_rolling_60,medium_vol,medium_vol,392
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,high_vol,high_vol,21013
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,high_vol,low_vol,3469
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,low_vol,high_vol,29439
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,low_vol,low_vol,68180
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,medium_vol,high_vol,54687
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_240,medium_vol,low_vol,33491
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,high_vol,high_vol,21013
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,high_vol,low_vol,3469
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,low_vol,high_vol,29439
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,low_vol,low_vol,68180
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,medium_vol,high_vol,54687
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_30,medium_vol,low_vol,33491
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,high_vol,high_vol,21013
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,high_vol,low_vol,3469
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,low_vol,high_vol,29439
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,low_vol,low_vol,68180
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,medium_vol,high_vol,54687
ETHUSDT,15m,hmm_4_states,quantile_2_rolling_60,medium_vol,low_vol,33491
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,high_vol,high_vol,18114
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,high_vol,low_vol,1701
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,high_vol,medium_vol,4667
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,low_vol,high_vol,14813
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,low_vol,low_vol,50017
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,low_vol,medium_vol,32789
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,medium_vol,high_vol,37166
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,medium_vol,low_vol,18375
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_240,medium_vol,medium_vol,32637
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,high_vol,high_vol,18114
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,high_vol,low_vol,1701
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,high_vol,medium_vol,4667
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,low_vol,high_vol,14813
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,low_vol,low_vol,50017
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,low_vol,medium_vol,32789
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,medium_vol,high_vol,37166
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,medium_vol,low_vol,18375
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_30,medium_vol,medium_vol,32637
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,extreme_vol,high_vol,1
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,high_vol,high_vol,18114
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,high_vol,low_vol,1701
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,high_vol,medium_vol,4667
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,low_vol,high_vol,14813
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,low_vol,low_vol,50017
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,low_vol,medium_vol,32789
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,medium_vol,high_vol,37166
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,medium_vol,low_vol,18375
ETHUSDT,15m,hmm_4_states,quantile_3_rolling_60,medium_vol,medium_vol,32637
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,extreme_vol,extreme_vol,1
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,high_vol,extreme_vol,16060
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,high_vol,high_vol,4953
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,high_vol,low_vol,1066
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,high_vol,medium_vol,2403
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,low_vol,extreme_vol,8878
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,low_vol,high_vol,20561
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,low_vol,low_vol,39611
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,low_vol,medium_vol,28569
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,medium_vol,extreme_vol,27631
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,medium_vol,high_vol,27056
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,medium_vol,low_vol,11893
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_240,medium_vol,medium_vol,21598
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,extreme_vol,extreme_vol,1
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,high_vol,extreme_vol,16060
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,high_vol,high_vol,4953
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,high_vol,low_vol,1066
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,high_vol,medium_vol,2403
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,low_vol,extreme_vol,8878
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,low_vol,high_vol,20561
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,low_vol,low_vol,39611
ETHUSDT,15m,hmm_4_states,quantile_4_rolling_30,low_vol,medium_vol,28569
