window_length,count,sum,mean,median,min,max
24,40,10655.365710770711,266.3841427692678,14.58910346031189,1.1591216921806335,5050.27217424009
32,42,168535.3715472538,4012.746941601281,88.38982395175844,0.2279679011553526,82187.74314764887
48,40,10475.543921736535,261.88859804341337,11.601179555989802,0.9067284148186445,4985.327334608883
64,42,168320.8744841013,4007.6398686690786,73.13166833529249,0.14773473888635635,83244.49830437079
72,40,10517.984733242542,262.94961833106356,6.764896734151989,0.59701850079,5140.384017690085
128,42,167604.712824821,3990.5884005909766,49.11342145642266,0.06134600378572941,84879.6822705213
168,40,10144.699057892896,253.61747644732242,2.169681561179459,0.2031679516658187,5058.4668301884085
256,42,164781.14459466003,3923.3605855871438,21.41595922340639,0.017933678813278675,85043.87451597955
336,40,10140.83753661951,253.52093841548776,0.6445366144180298,0.054367528297007084,5177.5752903474495
